customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01180,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),91.52,5874.46,No
CUST-01181,Female,0,No,Yes,55,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.21,3867.96,No
CUST-01182,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),92.44,1690.85,No
CUST-01183,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.96,3172.68,No
CUST-01184,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.19,2339.54,No
CUST-01185,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.15,1580.75,No
CUST-01186,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,92.79,6126.93,No
CUST-01187,Female,1,Yes,No,29,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.15,1815.67,No
CUST-01188,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.38,724.75,Yes
CUST-01189,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,533.05,No
CUST-01190,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),85.61,3137.2,No
CUST-01191,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,171.67,No
CUST-01192,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.69,5195.82,Yes
CUST-01193,Female,0,Yes,Yes,16,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.17,1149.81,No
CUST-01194,Female,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.69,595.73,No
CUST-01195,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.08,3515.83,Yes
CUST-01196,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,199.06,No
CUST-01197,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),53.7,3062.31,No
CUST-01198,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,66.95,No
CUST-01199,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.17,2899.55,No
CUST-01200,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.27,82.46,Yes
CUST-01201,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.2,1595.02,Yes
CUST-01202,Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),76.68,5215.12,No
CUST-01203,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.52,2865.13,No
CUST-01204,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.63,1061.0,No
CUST-01205,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.01,704.17,No
CUST-01206,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.08,2009.34,No
CUST-01207,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,89.68,2419.16,No
CUST-01208,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),97.04,4080.14,No
CUST-01209,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.02,1311.14,Yes
CUST-01210,Female,1,No,Yes,72,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,80.7,5817.31,No
CUST-01211,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.91,3688.5,No
CUST-01212,Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.49,1995.84,No
CUST-01213,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.55,773.21,No
CUST-01214,Male,1,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,92.57,3978.43,No
CUST-01215,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),61.2,1927.9,No
CUST-01216,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.7,4531.44,No
CUST-01217,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.12,977.98,No
CUST-01218,Female,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,812.69,No
CUST-01219,Male,0,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.44,1217.92,No
CUST-01220,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.07,3167.18,No
CUST-01221,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.28,3296.36,No
CUST-01222,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.82,2147.09,Yes
CUST-01223,Female,0,No,No,68,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,57.88,3943.53,No
CUST-01224,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.78,2504.79,No
CUST-01225,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.24,2672.9,No
CUST-01226,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,1671.78,No
CUST-01227,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.95,1343.29,No
CUST-01228,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.97,446.47,No
CUST-01229,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,242.08,No
CUST-01230,Female,1,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.56,1125.41,No
CUST-01231,Female,1,No,No,4,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.4,267.42,No
CUST-01232,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.72,3171.57,Yes
CUST-01233,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.29,505.06,No
CUST-01234,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.23,310.89,Yes
CUST-01235,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.13,769.63,Yes
CUST-01236,Male,0,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.23,1182.68,No
CUST-01237,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.9,2346.7,No
CUST-01238,Male,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.31,4807.5,No
CUST-01239,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,92.55,4699.74,No
CUST-01240,Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.19,3848.12,No
CUST-01241,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.77,991.74,No
CUST-01242,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.47,5080.71,Yes
CUST-01243,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,80.97,1885.8,Yes
CUST-01244,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.3,619.46,Yes
CUST-01245,Female,0,Yes,No,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),54.45,1988.15,No
CUST-01246,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),62.81,0.0,No
CUST-01247,Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.07,1436.53,Yes
CUST-01248,Male,0,No,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),67.86,3646.69,No
CUST-01249,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.49,2338.67,No
CUST-01250,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,80.92,4033.35,No
CUST-01251,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.24,2652.93,No
CUST-01252,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.66,2341.91,No
CUST-01253,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.98,1921.51,Yes
CUST-01254,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,331.34,No
CUST-01255,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.39,1180.45,No
CUST-01256,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.88,1108.85,Yes
CUST-01257,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),77.97,5484.08,No
CUST-01258,Female,1,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.28,116.8,No
CUST-01259,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.54,3203.75,No
CUST-01260,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.46,3187.95,Yes
CUST-01261,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.64,3100.71,No
CUST-01262,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.34,1450.77,No
CUST-01263,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.8,37.81,Yes
CUST-01264,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,83.99,1214.68,No
CUST-01265,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.43,305.61,No
CUST-01266,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.69,106.71,No
CUST-01267,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),86.41,2246.7,No
CUST-01268,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.69,1029.04,Yes
CUST-01269,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.11,4294.48,No
CUST-01270,Male,1,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.22,3675.07,Yes
CUST-01271,Male,1,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,84.87,1001.9,No
CUST-01272,Female,0,No,No,26,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.36,1716.86,No
CUST-01273,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.51,488.79,No
CUST-01274,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.18,327.54,No
CUST-01275,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.11,1382.74,No
CUST-01276,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.04,4425.16,No
CUST-01277,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.58,2826.73,Yes
CUST-01278,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.69,2827.69,No
CUST-01279,Female,1,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.76,1349.35,No
CUST-01280,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,535.68,No
CUST-01281,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.87,2499.87,No
CUST-01282,Male,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.68,1272.65,No
CUST-01283,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.59,2834.88,Yes
CUST-01284,Male,0,No,No,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,73.15,898.61,No
CUST-01285,Male,1,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.21,4021.19,Yes
CUST-01286,Female,1,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),77.93,1739.99,No
CUST-01287,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.77,358.7,No
CUST-01288,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,681.5,No
CUST-01289,Female,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.07,4595.21,Yes
CUST-01290,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),93.26,1680.68,No
CUST-01291,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.36,1052.68,Yes
CUST-01292,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.14,1338.53,No
CUST-01293,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,58.34,3416.12,No
CUST-01294,Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.94,1517.94,No
CUST-01295,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),76.11,4632.23,No
CUST-01296,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,321.47,No
CUST-01297,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.98,6043.27,Yes
CUST-01298,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,62.38,1369.66,No
CUST-01299,Male,0,Yes,No,63,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.04,3849.88,No
CUST-01300,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.09,5899.91,Yes
CUST-01301,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.87,3006.45,No
CUST-01302,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.49,4461.49,No
CUST-01303,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,105.53,1088.93,No
CUST-01304,Female,0,No,No,47,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,61.44,2876.7,No
CUST-01305,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.27,256.37,Yes
CUST-01306,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,95.39,4453.83,No
CUST-01307,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.7,1946.92,Yes
CUST-01308,Male,1,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,78.1,5503.07,Yes
CUST-01309,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.65,3119.87,Yes
CUST-01310,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,92.95,5100.7,No
CUST-01311,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),61.7,1346.77,No
CUST-01312,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,54.06,279.98,No
CUST-01313,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.77,2742.78,No
CUST-01314,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,85.53,1360.39,No
CUST-01315,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),85.23,4445.03,No
CUST-01316,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.09,645.41,Yes
CUST-01317,Female,0,No,No,70,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.77,4131.2,Yes
CUST-01318,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,76.24,1899.7,Yes
CUST-01319,Male,1,No,No,29,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.83,2299.25,No
CUST-01320,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.57,1127.57,No
CUST-01321,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.13,3502.56,Yes
CUST-01322,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,89.24,801.74,No
CUST-01323,Female,0,No,No,54,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,74.14,3972.98,Yes
CUST-01324,Female,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.9,801.88,No
CUST-01325,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),96.19,6920.99,No
CUST-01326,Female,0,No,No,46,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),67.52,3112.06,No
CUST-01327,Male,0,No,No,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),79.6,4426.7,No
CUST-01328,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,88.19,2210.18,Yes
CUST-01329,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.26,1467.71,No
CUST-01330,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.81,1187.53,No
CUST-01331,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.17,72.76,Yes
